?class	?label	?definition
<http://purl.obolibrary.org/obo/ENVO_00000296>	"rice field"	"A paddy field for the cultivation of rice."
<http://purl.obolibrary.org/obo/ENVO_00000283>	"ridge"	"A long and narrow elevation with steep sides."
<http://purl.obolibrary.org/obo/ENVO_00000148>	"riffle"	"A shallow stretch of a river or stream, where the current is above the average stream velocity and where the water forms small rippled waves as a result. It often consists of a rocky bed of gravels or other small stones."
<http://purl.obolibrary.org/obo/ENVO_00000203>	"rift lake"	"A lake which fills a depression that has formed as a result of subsidence along a a rift zone, an area of extensional tectonics in the continental crust."
<http://purl.obolibrary.org/obo/ENVO_00000302>	"rift valley"	"A valley created by the formation of a rift, i.e. place where a planet's lithosphere is being pulled apart by tectonic forces."
<http://purl.obolibrary.org/obo/ENVO_01001104>	"rift zone"	"A compound astronomical body part in which extensional tectonic processes occur and where the lithosphere is being pulled apart."
<http://purl.obolibrary.org/obo/ENVO_00000496>	"rill"	"A narrow and shallow incision into soil resulting from erosion by overland flow that has been focused into a thin thread by soil surface roughness. Rilling, the process of rill formation, is common on agricultural land and unvegetated ground."
<http://purl.obolibrary.org/obo/ENVO_00000497>	"rincon"	"An incised meander on a river."
<http://purl.obolibrary.org/obo/ENVO_00000022>	"river"	"A stream which, through permanent or seasonal flow processes, moves from elevated land towards lower elevations through a definite channel and empties either into a sea, lake, or another river or ends on land as bed seepage and evapotranspiration exceed water supply."
<http://purl.obolibrary.org/obo/ENVO_00000143>	"river bank"	"The sloping margin of a river, serving to confine it to its natural channel."
<http://purl.obolibrary.org/obo/ENVO_00000384>	"river bed"	"The channel bottom of a river; the physical confine of the normal water flow."
<http://purl.obolibrary.org/obo/ENVO_01000652>	"river channel"	"A stream channel which contains a river."
<http://purl.obolibrary.org/obo/ENVO_00000423>	"river island"	"An island that lies in a river."
<http://purl.obolibrary.org/obo/ENVO_00000386>	"river mouth"	"The end of a stream where it enters a standing water body such as a lake, sea or ocean."
<http://purl.obolibrary.org/obo/ENVO_00000171>	"river valley"	"A valley that contains, and has been formed by, a river."
<http://purl.obolibrary.org/obo/ENVO_01000599>	"river water"	
<http://purl.obolibrary.org/obo/ENVO_03501239>	"riverfront"	"A shore along a river."
<http://purl.obolibrary.org/obo/ENVO_01001337>	"riverine anchor ice"	"Anchor ice which is attached to a riverbed."
<http://purl.obolibrary.org/obo/ENVO_01000712>	"riverine flood"	"A riverine flood is a flood which is formed as a result of a river's flow rate exceeding the capacity of its channel."
<http://purl.obolibrary.org/obo/ENVO_00000534>	"riverine pothole"	
<http://purl.obolibrary.org/obo/ENVO_00000064>	"road"	"An open way for the passage of vehicles, persons, or animals on land."
<http://purl.obolibrary.org/obo/ENVO_00000515>	"road cut"	"A cut to provide passage for a road."
<http://purl.obolibrary.org/obo/ENVO_01000447>	"roadside"	"An environmental zone of varying area which is adjacent to a road."
<http://purl.obolibrary.org/obo/ENVO_00005743>	"roadside soil"	"A portion of soil which is found in a roadside area."
<http://purl.obolibrary.org/obo/ENVO_01000525>	"rock intrusion"	"An intrusion which is primarily composed of rock which has been formed within a pre-existing fracture in a larger mass of rock."
<http://purl.obolibrary.org/obo/ENVO_00000440>	"rock shelter"	"A shallow cave-like opening at the base of a bluff or cliff."
<http://purl.obolibrary.org/obo/ENVO_00000521>	"rockfall"	"An irregular mass of fallen rock at the base of a cliff or steep slope."
<http://purl.obolibrary.org/obo/ENVO_01001107>	"rockslide lake"	"A lake which fills a depression where drainage is blocked by solid material transported by a rockslide."
<http://purl.obolibrary.org/obo/ENVO_00000173>	"rocky desert"	"A desert plain characterized by a surface veneer of rock."
<http://purl.obolibrary.org/obo/ENVO_00000130>	"rocky reef"	"A ridge of rocks, lying near the surface of the sea, which may be visible at low tide, but is usually covered by water."
<http://purl.obolibrary.org/obo/ENVO_01000319>	"rocky slope"	"A rocky slope is a slope which has a surface primarily composed of rock."
<http://purl.obolibrary.org/obo/ENVO_01000426>	"room"	"A building part which is separated from other building parts by one or more interior walls and, optionally, outdoor areas by one or more exterior walls."
<http://purl.obolibrary.org/obo/ENVO_00000164>	"rubber plantation"	"A plantation which is used to grow Hevea brasiliensis or other species from which natural latex is harvested."
<http://purl.obolibrary.org/obo/ENVO_00005788>	"rubber plantation soil"	
<http://purl.obolibrary.org/obo/ENVO_01000772>	"rural area"	"An area which is outside of a town, city, or urban area. Rural areas are primarily used for agriculture or pastoralism and may contain rural settlements."
<http://purl.obolibrary.org/obo/ENVO_01000763>	"rural settlement"	"A settlement which has lower population density than a town, city, or other urban environment and is primarily used for agricultural or pastoral activity."
<http://purl.obolibrary.org/obo/ENVO_00000151>	"sabkha"	"An alkaline flat, in the context of a marine environment."
<http://purl.obolibrary.org/obo/ENVO_00000554>	"saddle dam"	"An auxiliary dam constructed to confine the reservoir created by a primary dam either to permit a higher water elevation and storage or to limit the extent of a reservoir for increased efficiency."
<http://purl.obolibrary.org/obo/ENVO_00003911>	"sake brewery"	"A sake brewery is a brewery which produces rice wine by fermenting rice which has been polished to remove the bran."
<http://purl.obolibrary.org/obo/ENVO_00003092>	"salicylate enriched soil"	"A portion of salicylate enriched soil is a portion of soil with elevated levels of salicylate."
<http://purl.obolibrary.org/obo/ENVO_00000055>	"saline evaporation pond"	"A pond which is 1) shallow, 2) man-made, and 3) designed to produce salt from seawater through evaporation."
<http://purl.obolibrary.org/obo/ENVO_00000017>	"saline hydrographic feature"	"A geographical feature associated with water with a halinity above 30 ppt (roughly 35 g/L)."
<http://purl.obolibrary.org/obo/ENVO_00000019>	"saline lake"	"A lake whose water contains a considerable concentration of dissolved salts."
<http://purl.obolibrary.org/obo/ENVO_00000279>	"saline pan"	"A flat expanse of ground covered with salt and other minerals, usually shining white under the sun. A salt pan is formed where water pools. A saline pan would be a lake or a pond if it were located in a climate where the rate of water evaporation were not faster than the rate of water precipitation, i.e., if it were not in a desert. If the water is unable to drain into the ground, it remains on the surface until it evaporates, leaving behind whatever minerals were dissolved. Over thousands of years, the minerals (usually salts) accumulate on the surface."
<http://purl.obolibrary.org/obo/ENVO_01001257>	"saline shrimp pond water"	"Saline water which is derived from sea water and used during the cultivation of crustaceans."
<http://purl.obolibrary.org/obo/ENVO_01001319>	"saline water body"	"A body of water which is primarily composed of saline water."
<http://purl.obolibrary.org/obo/ENVO_00000226>	"saline wedge estuary"	"An estuary in which  river output greatly exceeds marine input, resulting in little mixing and thus a sharp contrast between fresh surface water and saline bottom water."
<http://purl.obolibrary.org/obo/ENVO_00005775>	"salt contaminated soil"	"Soil which has elevated concentrations of sodium chloride."
<http://purl.obolibrary.org/obo/ENVO_01000505>	"salt dome"	"A dome-shaped mass of salt formed when a thick bed of evaporite minerals (mainly salt, or halite) found at depth intrudes vertically into surrounding rock strata, forming a diapir."
<http://purl.obolibrary.org/obo/ENVO_01000450>	"salt glacier"	"A mass of salt which has erupted onto a planetary surface, usually through sedimentary rock."
<http://purl.obolibrary.org/obo/ENVO_01000443>	"salt mass"	"An accumulation of a salt, typically sodium chloride."
<http://purl.obolibrary.org/obo/ENVO_01001893>	"salt spring"	"A mineral spring through which water with elevated concentrations of sodium, calcium, or magnesium salts flows."
<http://purl.obolibrary.org/obo/ENVO_00000028>	"sand pit quarry"	"A quarry from which sand is extracted."
<http://purl.obolibrary.org/obo/ENVO_00000312>	"sandur"	"The plain formed by the large amounts of silt and sediment, picked up as a glacier erodes the underlying rocks as it moves slowly downhill, and at the snout of the glacier, meltwater can carry this sediment away from the glacier and deposit it on a broad plain. The material in the outwash plain is often size-sorted by the water runoff of the melting glacier with the finest materials, like silt, being the most distantly re-deposited, whereas larger boulders are the closest to the original terminus of the glacier."
<http://purl.obolibrary.org/obo/ENVO_00002199>	"sandy beach"	"A beach which is primarily composed of sand."
<http://purl.obolibrary.org/obo/ENVO_01000490>	"sandy building floor"	"A sandy building floor is a building floor that is composed primarily of sand."
<http://purl.obolibrary.org/obo/ENVO_06105276>	"sandy clay loam"	"Clay loam which has a high proportion of sand in its composition."
<http://purl.obolibrary.org/obo/ENVO_00000172>	"sandy desert"	"A desert plain characterized by a surface veneer of sand."
<http://purl.obolibrary.org/obo/ENVO_06105274>	"sandy loam"	"Loam which has a high proportion of sand in its composition."
<http://purl.obolibrary.org/obo/ENVO_00003083>	"sarcosine enriched soil"	"A portion of sarcosine enriched soil is a portion of soil with elevated levels of sarcosine."
<http://purl.obolibrary.org/obo/ENVO_00000261>	"savanna"	"A grassland of the tropics or subtropics with scattered trees."
<http://purl.obolibrary.org/obo/ENVO_01000178>	"savanna biome"	"A woodland biome which has seasonal water availability and includes trees spaced sufficiently far apart to allow an unbroken layer of grass, sedge (Cyperaceae) or  rush (Juncaceae) communities to live."
<http://purl.obolibrary.org/obo/ENVO_00005746>	"savanna soil"	"A portion of soil which is found in a savanna."
<http://purl.obolibrary.org/obo/ENVO_00005752>	"sawah soil"	"Soil which is part of a sawah, a wet or irrigated rice field."
<http://purl.obolibrary.org/obo/ENVO_00004638>	"sawmill"	"A building within which logs are cut into lumber products."
<http://purl.obolibrary.org/obo/ENVO_03501130>	"school building"	"An institutional building in which students are educated."
<http://purl.obolibrary.org/obo/ENVO_01000434>	"sclerophyllous forest"	
<http://purl.obolibrary.org/obo/ENVO_00000253>	"scroll plane"	"A plain where a stream meanders across an area with a very low gradient, usually with a fairly continuous discharge. In addition to meanders, scroll plains are also characterised by many oxbow lakes."
<http://purl.obolibrary.org/obo/ENVO_00000300>	"scrubland area"	"Area covered with low-growing or stunted perennial vegetation and usually not mixed with trees."
<http://purl.obolibrary.org/obo/ENVO_00000016>	"sea"	"A large expanse of saline water usually connected with an ocean."
<http://purl.obolibrary.org/obo/ENVO_00000092>	"sea beach"	"A beach which is part of a sea shore."
<http://purl.obolibrary.org/obo/ENVO_00000326>	"sea cave"	"A cave in present-day or emerged sea cliffs, formed by wave attack or solution."
<http://purl.obolibrary.org/obo/ENVO_00000088>	"sea cliff"	"A cliff that is a margin of a sea or ocean."
<http://purl.obolibrary.org/obo/ENVO_00000303>	"sea coast"	"The general region of indefinite width that extends from the sea inland to the first major change in terrain features."
<http://purl.obolibrary.org/obo/ENVO_00000482>	"sea floor"	"A marine bed which lies below a sea."
<http://purl.obolibrary.org/obo/ENVO_01000059>	"sea grass bed"	"A bed of a marine, saline water body which is covered by one or more speices of seagrass typically belonging to the families Posidoniaceae, Zosteraceae, Hydrocharitaceae, or Cymodoceaceae."
<http://purl.obolibrary.org/obo/ENVO_01001531>	"sea ice field"	"An ice field which is primarily composoed of sea ice floes greater than 10 kilometers across."
<http://purl.obolibrary.org/obo/ENVO_03000066>	"sea ice floe"	"An ice floe which is formed from frozen sea water, and floats upon the surface of a marine water body."
<http://purl.obolibrary.org/obo/ENVO_01001537>	"sea ice hummock"	"An elevation which is formed by pressure at the point of contact between ice floes, resulting in a conglomeration of broken ice."
<http://purl.obolibrary.org/obo/ENVO_01001536>	"sea ice mass"	"An ice mass which is composed primarily of sea ice."
<http://purl.obolibrary.org/obo/ENVO_00000485>	"sea shore"	"That part of the land in immediate contact with a sea, including the intertidal zone."
<http://purl.obolibrary.org/obo/ENVO_01001581>	"sea surface layer"	"A surface layer which is part of an ocean or sea."
<http://purl.obolibrary.org/obo/ENVO_01001550>	"sea-ice lead"	"An ice lead which occurs in a marine water body and is bounded by sea ice."
<http://purl.obolibrary.org/obo/ENVO_00000264>	"seamount"	"A mountain rising from the ocean seafloor that does not reach to the water's surface (sea level), and thus is not an island. Typically formed from volcanoes that rise abruptly and are usually found rising from a seafloor of 1,000 - 4,000 meters depth. Independent features that rise to at least 1,000 meters above the seafloor."
<http://purl.obolibrary.org/obo/ENVO_01000107>	"seasonal marine thermocline"	"A marine thermocline which is present below the marine wind mixed layer."
<http://purl.obolibrary.org/obo/ENVO_01000526>	"sedimentary intrusion"	"A rock intrusion which is composed primarily of sedimentary rock."
<http://purl.obolibrary.org/obo/ENVO_01000262>	"seep"	"A seep is a spring in which water has filtered through permeable earth to the surface."
<http://purl.obolibrary.org/obo/ENVO_00002207>	"self-heating coal mine waste material"	
<http://purl.obolibrary.org/obo/ENVO_01001340>	"semi-diurnal marine tidal flow zone"	"A marine tidal flow zone in which ocean waters undergo a semi-diurnal (twice per day) tidal oscillation - with two high and two low tides per day of roughly equal amplitude."
<http://purl.obolibrary.org/obo/ENVO_00003043>	"sewage plant"	"A waste treatment plant which equipped to treat sewage such that its potential for environmental contamination is reduced."
<http://purl.obolibrary.org/obo/ENVO_01000673>	"shear fracture"	"A geological fracture across which shear displacement has occurred"
<http://purl.obolibrary.org/obo/ENVO_01000510>	"sheet-iron building roof"	"A sheet-iron building roof is a building roof that is built from sheets of iron."
<http://purl.obolibrary.org/obo/ENVO_01000509>	"sheet-iron exterior wall"	"A sheet-iron exterior wall is an exterior wall that is built from sheets of iron."
<http://purl.obolibrary.org/obo/ENVO_00000403>	"shield volcano"	"A large volcano with shallowly-sloping sides."
<http://purl.obolibrary.org/obo/ENVO_00000545>	"shingle beach"	"A beach which is armoured with pebbles or small to medium sized cobbles."
<http://purl.obolibrary.org/obo/ENVO_00002221>	"shop"	"A building in which a business presents a selection of goods and offers to trade or sell them to customers for money or other goods."
<http://purl.obolibrary.org/obo/ENVO_03501206>	"shopping center"	"A commercial building in which the majority of commerical activity occurs in shops occupying parts of the building."
<http://purl.obolibrary.org/obo/ENVO_03501207>	"shopping mall"	"A shopping center in which a large indoor pedestrian promenade provides access to stores and other facilities."
<http://purl.obolibrary.org/obo/ENVO_00000304>	"shore"	"That part of the land in immediate contact with a body of water including the area between high and low water lines."
<http://purl.obolibrary.org/obo/ENVO_01001553>	"shore lead"	"An ice lead which occurs between the shore and pack ice."
<http://purl.obolibrary.org/obo/ENVO_01000905>	"shrimp pond"	"A lentic water body which is used for the artificial culture of shrimp."
<http://purl.obolibrary.org/obo/ENVO_01000176>	"shrubland biome"	"A shrubland biome is a terrestrial biome which includes, across its entire spatial extent, dense groups of shrubs."
<http://purl.obolibrary.org/obo/ENVO_01001279>	"sidewalk"	"A constructed pavement which is built on the side of a road and intended for foot traffic."
<http://purl.obolibrary.org/obo/ENVO_01000737>	"sill"	"A tabular sheet intrusion that has intruded between older layers of sedimentary rock, beds of volcanic lava or tuff, or along the direction of foliation in metamorphic rock."
<http://purl.obolibrary.org/obo/ENVO_06105278>	"silty clay loam"	"Clay loam which has a high proportion of silt in its composition."
<http://purl.obolibrary.org/obo/ENVO_06105275>	"silty loam"	"Loam which has a high proportion of silt in its composition."
<http://purl.obolibrary.org/obo/ENVO_00000195>	"sinkhole"	"A natural depression or hole in the surface topography caused by the removal of soil or bedrock, often both, by water. Sinkholes may vary in size from less than a meter to several hundred meters both in diameter and depth, and vary in form from soil-lined bowls to bedrock-edged chasms."
<http://purl.obolibrary.org/obo/ENVO_00000160>	"sisal plantation"	
<http://purl.obolibrary.org/obo/ENVO_00003085>	"skatole enriched soil"	"A portion of skatole enriched soil is a portion of soil with elevated levels of skatole."
<http://purl.obolibrary.org/obo/ENVO_03501240>	"skerry"	"An island which is small, principally composed of rock, and usually too small for human habitation."
<http://purl.obolibrary.org/obo/ENVO_03501278>	"skyscraper"	"A building which historically has at least 10 floors."
<http://purl.obolibrary.org/obo/ENVO_03400015>	"sleet pellet"	"An ice mass which is primarily composed of frozen or mostly frozen raindrops or refrozen partially melted snowflakes."
<http://purl.obolibrary.org/obo/ENVO_00000224>	"slightly stratified estuary"	"An estuary in which river output is less than the marine input, resulting in the mixing of the whole water column by current-induced turbulence, such that salinity varies more longitudinally rather than vertically."
<http://purl.obolibrary.org/obo/ENVO_00002000>	"slope"	"A solid astronomical body part which is part of the planetary surface between the peak of an elevation or the bottom of a depression and relatively flat surrounding land."
<http://purl.obolibrary.org/obo/ENVO_01000653>	"slum"	"A slum is a heavily populated urban informal settlement with substandard housing in which households lack any one of the following: access to improved water, access to improved sanitation, sufficient-living area, durability of housing, or security of tenure."
<http://purl.obolibrary.org/obo/ENVO_03000077>	"slush ice layer"	"A layer which consists of slush ice."
<http://purl.obolibrary.org/obo/ENVO_00000892>	"small freshwater lake biome"	"A freshwater lake biome which is determined by a small lake."
<http://purl.obolibrary.org/obo/ENVO_00000890>	"small river biome"	"A freshwater river biome which is determined by a small river."
<http://purl.obolibrary.org/obo/ENVO_00000146>	"snow field"	"A region of permanent snow in mountainous areas or high latitudes."
<http://purl.obolibrary.org/obo/ENVO_03000141>	"snow layer"	"A cryospheric layer which is primarily composed of snow."
<http://purl.obolibrary.org/obo/ENVO_03000145>	"snow-covered land"	"Land which is covered or partially covered by snow."
<http://purl.obolibrary.org/obo/ENVO_01001895>	"soda spring"	"A mineral spring through which water with elevated levels of dissolved carbon dioxide gas flows."
<http://purl.obolibrary.org/obo/ENVO_00001998>	"soil"	"An environmental material which is primarily composed of minerals, varying proportions of sand, silt, and clay, organic material such as humus, interstitial gases, liquids, and a broad range of resident micro- and macroorganisms."
<http://purl.obolibrary.org/obo/ENVO_01000910>	"soil biocrust"	"A biocrust which is formed by photosynthetic microbial assemblages colonising the surface layer of a portion of arid soil. Through their successional dynamics, these communities reduce the soil surface's albedo, impart it with stability against erosion, modify its hydrology, and promote its fertility."
<http://purl.obolibrary.org/obo/ENVO_01001665>	"soil cryoturbate"	"A mass of soil moved or disturbed by frost action."
<http://purl.obolibrary.org/obo/ENVO_01001044>	"soil environment"	"An environmental system which has its properties and dynamics determined by soil."
<http://purl.obolibrary.org/obo/ENVO_04000008>	"soil organic matter"	"Organic material in soil, which consists of plant and animal residues at various stages of decomposition, cells and tissues of soil organisms, and substances synthesized by soil organisms."
<http://purl.obolibrary.org/obo/ENVO_04000010>	"soil surface layer"	"A surface layer which is composed primarily of soil."
<http://purl.obolibrary.org/obo/ENVO_2000041>	"solar power station"	
<http://purl.obolibrary.org/obo/ENVO_00000217>	"solfatara"	"A fumarole that emits sulfurous gases."
<http://purl.obolibrary.org/obo/ENVO_00000191>	"solid astronomical body part"	"A part of an astronomical body which is primarily composed of solid material."
<http://purl.obolibrary.org/obo/ENVO_01000645>	"solid planetary core"	"A solid planetary core is a planetary core which is primarily composed of solid material."
<http://purl.obolibrary.org/obo/ENVO_00002252>	"solonchak"	"Solonchaks are soils that have a high concentration of soluble salts at some time in the year. Solonchaks are largely confined to the arid and semi-arid climate zones and to coastal regions in all climates."
<http://purl.obolibrary.org/obo/ENVO_00002255>	"solonetz"	"Solonetz are soils with a dense, strongly structured, clayey subsurface horizon that has a high proportion of adsorbed Na and/or Mg ions. Solonetz that contain free soda (Na2CO3) are strongly alkaline (field pH > 8.5)."
<http://purl.obolibrary.org/obo/ENVO_01000360>	"solutional cave"	"A cave formed by the dissolution of soluble rock or other solid material such as limestone, chalk, dolomite, gypsum, salt or marble."
<http://purl.obolibrary.org/obo/ENVO_00000350>	"somma volcano"	"A volcanic caldera that has been partially filled by a new central cone."
<http://purl.obolibrary.org/obo/ENVO_00000393>	"sound"	"A large sea or ocean inlet larger than a bay, deeper than a bight, wider than a fjord, or it may identify a narrow sea or ocean channel between two bodies of land."
<http://purl.obolibrary.org/obo/ENVO_01000762>	"sparsely populated settlement"	"A settlement with a low density of buildings and inhabitants."
<http://purl.obolibrary.org/obo/ENVO_00000401>	"spatter cone"	"A volcanic cone formed of molten lava ejected from a vent somewhat like taffy. Expanding gases in the lava fountains tear the liquid rock into irregular gobs that fall back to earth, forming a heap around the vent. The still partly liquid rock splashed down and over the sides of the developing mound is called spatter. Because spatter is not fully solid when it lands, the individual deposits are very irregular in shape and weld together as they cool, and in this way particularly differ from cinder and ash."
<http://purl.obolibrary.org/obo/ENVO_00000327>	"speleothem"	"A secondary mineral deposit formed in caves, most commonly calcite."
<http://purl.obolibrary.org/obo/ENVO_00000306>	"spit"	"A deposition landform found off coasts. A spit is a type of bar or beach that develops where a re-entrant occurs, such as at a cove, bay, ria, or river mouth. Spits are formed by the movement of sediment (typically sand) along a shore by a process known as longshore drift. Where the direction of the shore turns inland (reenters) the longshore current spreads out or dissipates. No longer able to carry the full load, much of the sediment is dropped. This causes a bar to build out from the shore, eventually becoming a spit."
<http://purl.obolibrary.org/obo/ENVO_00000565>	"sports facility"	"A building or region where sports activities can be carried out."
<http://purl.obolibrary.org/obo/ENVO_00000027>	"spring"	"A surface landform which provides an egress for groundwater or steam to flow out of the ground."
<http://purl.obolibrary.org/obo/ENVO_00005784>	"spruce forest soil"	"Soil which is part of a forest whose communites of arborescent plants are dominated the genus Picea."
<http://purl.obolibrary.org/obo/ENVO_01001489>	"spur"	"A slope of land descending laterally from a hill, mountain or main crest of a ridge."
<http://purl.obolibrary.org/obo/ENVO_00000419>	"stack"	"A geological landform consisting of a steep and often vertical column or columns of rock in the sea near a coast."
<http://purl.obolibrary.org/obo/ENVO_00002274>	"stagnosol"	"Stagnosols are soils with a perched water table showing redoximorphic features caused by surface water. Stagnosols are periodically wet and mottled in the topsoil and subsoil, with or without concretions and/or bleaching."
<http://purl.obolibrary.org/obo/ENVO_00000331>	"stalactite"	"A speleothem hanging downwards from a roof or wall, of cylindrical or conical form, usually with a central hollow tube."
<http://purl.obolibrary.org/obo/ENVO_00000330>	"stalagmite"	"A speleothem projecting vertically upwards from a cave floor and formed by precipitation from drips."
<http://purl.obolibrary.org/obo/ENVO_03501227>	"steakhouse"	"A restaurant which specializes in serving steaks and pork chops."
<http://purl.obolibrary.org/obo/ENVO_03600096>	"step pool"	"A stream pool which is formed as a result of high-gradient, steep streams where water cascades over a rock or woody snag."
<http://purl.obolibrary.org/obo/ENVO_00000262>	"steppe"	"A plain without trees (apart from those near rivers and lakes); it is similar to a prairie, although a prairie is generally considered as being dominated by tall grasses, while short grasses are said to be normal in the steppe. It may be semi-desert, or covered with grass or shrubs or both, depending on the season and latitude."
<http://purl.obolibrary.org/obo/ENVO_00005777>	"steppe soil"	"A portion of soil which is found in a steppe."
<http://purl.obolibrary.org/obo/ENVO_01000733>	"stock"	"A stock is a discordant igneous intrusion having a surface exposure of less than 100 square kilometres. Stocks differ from batholiths only in being smaller."
<http://purl.obolibrary.org/obo/ENVO_01000493>	"stone building floor"	"A stone building floor is a building floor that is composed primarily of rock."
<http://purl.obolibrary.org/obo/ENVO_01000495>	"stone exterior wall"	"A stone exterior wall is an exterior wall that is composed primarily of rock."
<http://purl.obolibrary.org/obo/ENVO_00000183>	"stony desert"	"A desert plain characterized by a surface veneer of gravel or stones."
<http://purl.obolibrary.org/obo/ENVO_01000714>	"storm surge"	"A storm surge is a coastal flood which is caused by low-pressure weather systems such as tropical cyclones and strong extratropical cyclones, the severity of which is affected by the shallowness and orientation of the water body relative to storm path, and the timing of tides."
<http://purl.obolibrary.org/obo/ENVO_00000394>	"strait"	"A narrow channel of water that connects two larger bodies of water, and thus lies between two land masses."
<http://purl.obolibrary.org/obo/ENVO_00009726>	"strand crack"	"Fissure at the junction between an inland ice sheet, ice piedmont or ice rise and an ice shelf, the latter being subject to the rise and fall of the tide."
<http://purl.obolibrary.org/obo/ENVO_00000404>	"stratovolcano"	"A tall, conical volcano composed of many layers of hardened lava, tephra, and volcanic ash. These volcanoes are characterized by a steep profile and periodic, explosive eruptions. The lava that flows from them is viscous, and cools and hardens before spreading very far. The source magma of this rock is classified as acidic, or high in silica to intermediate (rhyolite, dacite, or andesite)."
<http://purl.obolibrary.org/obo/ENVO_01000496>	"straw exterior wall"	"A straw exterior wall is an exterior wall that is composed primarily of straw."
<http://purl.obolibrary.org/obo/ENVO_00000023>	"stream"	"A watercourse which is linear and flows across the solid portion of a planetary surface."
<http://purl.obolibrary.org/obo/ENVO_00000142>	"stream bank"	"The sloping margin of a stream, serving to confine it to its natural channel."
<http://purl.obolibrary.org/obo/ENVO_00000383>	"stream bed"	"The channel bottom of a stream; the physical confine of the normal water flow."
<http://purl.obolibrary.org/obo/ENVO_01000650>	"stream channel"	"A channel of a watercourse which contains a stream."
<http://purl.obolibrary.org/obo/ENVO_00000385>	"stream mouth"	"The place where a stream discharges into a lagoon, lake, or the sea."
<http://purl.obolibrary.org/obo/ENVO_03600094>	"stream pool"	"A water body which is created in a stream by local scour or impoundment and has some structural control."
<http://purl.obolibrary.org/obo/ENVO_03600095>	"stream run"	"A hydroform which is that part of a stream where water flows swiftly and uniformly with low surface water agitation."
<http://purl.obolibrary.org/obo/ENVO_00000129>	"stream valley"	"A valley that contains, and has been formed by, a stream."
<http://purl.obolibrary.org/obo/ENVO_03605006>	"stream water"	"Water which is part of a stream."
<http://purl.obolibrary.org/obo/ENVO_01000275>	"structural basin"	"A structural basin is a geological depression formed by tectonic warping of previously flat lying rock strata."
<http://purl.obolibrary.org/obo/ENVO_01001837>	"subalpine biome"	"A biome which is subject to subapline altitudinal conditions."
<http://purl.obolibrary.org/obo/ENVO_03000120>	"subglacial lake"	"A lake which is situated beneath a glacier."
<http://purl.obolibrary.org/obo/ENVO_00000407>	"subglacial volcano"	"A volcano produced by subglacial eruptions or eruptions beneath the surface of a lake melted into a glacier or ice mass by the rising lava."
<http://purl.obolibrary.org/obo/ENVO_00000333>	"subjacent karst"	"Karst developed in soluble beds underlying other rock formations; the surface may or may not be affected by the karst development."
<http://purl.obolibrary.org/obo/ENVO_00000267>	"submarine canyon"	"A steep-sided valley on the sea floor of the continental slope. Many submarine canyons are found as extensions to large rivers; however there are many that have no such association. Canyons cutting the continental slopes have been found at depths greater than 2 km below sea level. Many submarine canyons continue as submarine channels across continental rise areas and may extend for hundreds of kilometers."
<http://purl.obolibrary.org/obo/ENVO_00000501>	"submerged bed"	"The portion of the ground surface which lies below water."
<http://purl.obolibrary.org/obo/ENVO_01001885>	"submerged landform"	"A landform which is submerged underneath a body of liquid."
<http://purl.obolibrary.org/obo/ENVO_01001834>	"subpolar biome"	"A biome which is subject to subpolar climatic conditions."
<http://purl.obolibrary.org/obo/ENVO_01000250>	"subpolar coniferous forest biome"	"A  coniferous forest biome which includes communities adapted to subpolar conditions."
<http://purl.obolibrary.org/obo/ENVO_01001812>	"subpolar grassland"	
<http://purl.obolibrary.org/obo/ENVO_00000491>	"subsequent stream"	"A stream whose course has been determined by selective headward erosion along weak strata. These streams have generally developed after the original stream. Subsequent streams developed independently of the original relief of the land and generally follow paths determined by the weak rock belts."
<http://purl.obolibrary.org/obo/ENVO_00002184>	"subsurface landform"	
<http://purl.obolibrary.org/obo/ENVO_01001776>	"subsurface zone of an astronomical body"	"An environmental zone which includes those regions of an astronomical body which are not exposed to its atmosphere or space."
<http://purl.obolibrary.org/obo/ENVO_01001832>	"subtropical biome"	"A biome which is subject to subtropical climatic conditions."
<http://purl.obolibrary.org/obo/ENVO_01001793>	"subtropical broadleaf forest"	"A broadleaf forest which is subject to subtropical climate conditions."
<http://purl.obolibrary.org/obo/ENVO_01000201>	"subtropical broadleaf forest biome"	"A subtropical broadleaf forest in which dominant ecological communities have reached their climax successional state."
<http://purl.obolibrary.org/obo/ENVO_01000209>	"subtropical coniferous forest biome"	"A coniferous forest biome which is subject to subtropical climate patterns."
<http://purl.obolibrary.org/obo/ENVO_01000184>	"subtropical desert biome"	"A subtropical desert biome is a desert biome which has communities adapted to temperatures above a monthly average of 18 degrees Celsius, high daily temperature ranges of approximately 20 degrees Celsius, high insolation (but lower than that of a tropical desert biome), inhibited cloud formation, and very low precipitation. Subtropical desert biomes located near coasts with cold upwellings may have cooler temperatures and reduced insolution due to fog."
<http://purl.obolibrary.org/obo/ENVO_01001801>	"subtropical dry broadleaf forest"	"A subtropical broadleaf forest which 1) s subject to a year-round warm climate 2) may receive several hundred centimeters or rain per year and 3) are subject to long dry seasons which last several months."
<http://purl.obolibrary.org/obo/ENVO_01000225>	"subtropical dry broadleaf forest biome"	"A subtropical dry broadleaf forest in which dominant ecological communities have reached their climax successional state."
